Lines,Statements,% Branches,Calls,Calls/Statements,% Comments,Methods/Class,Avg Stmts/Method,Max Complexity,Max Depth,Avg Depth,Avg Complexity,WMC,NOF,DIT,NMO,NOC,Abstract,isImportant
68,4,0,0,0,22.1,1,0,0,1,0.5,0,0,1,0,0,0,0,1
295,60,1.7,26,0.433333333,32.9,25,1.12,2,3,1.4,1.04,26,2,1,1,8,0,0
259,73,19.2,46,0.630136986,26.6,6.5,3.77,5,5,2.25,2.08,13,2,0,0,0,0,0
77,6,0,0,0,26,2,1,1,2,1,1,2,0,0,0,0,0,0
295,78,3.8,48,0.615384615,19.3,26,1.65,4,3,1.54,1.23,28,5,1,3,2,0,0
107,18,16.7,10,0.555555556,15.9,4,2.25,5,4,1.5,2,7,1,2,2,0,0,0
161,27,0,10,0.37037037,29.8,10,1,1,2,1.19,1,10,2,2,9,2,0,0
220,53,18.9,7,0.132075472,36.4,4.5,3.78,11,4,2.04,3.22,14,6,0,0,0,0,0
1246,381,15,208,0.545931759,28.3,11,3.29,7,6,2.53,1.86,55,11,1,0,8,1,0
135,26,15.4,20,0.769230769,23,5,3.2,3,4,1.77,1.8,9,1,0,0,0,0,0
145,34,29.4,26,0.764705882,26.9,2,13.5,8,6,2.65,6,12,0,0,0,0,1,0
319,113,23,54,0.477876106,21,12,7.33,11,6,2.34,3.25,37,7,0,0,0,0,0
648,203,35,58,0.285714286,23.1,5,11.27,17,8,3.66,6.13,7,4,0,0,0,0,0
165,43,18.6,24,0.558139535,25.5,6,5.33,7,3,1.91,2.5,13,2,0,0,0,0,0
71,4,0,0,0,28.2,2,0,0,1,0.5,0,0,0,0,0,0,0,0
136,27,22.2,14,0.518518519,27.2,2,10,6,4,2.22,4,8,1,0,0,0,0,0
151,40,20,22,0.55,25.2,3,10,9,7,2.72,4.33,10,3,0,0,0,0,0
235,39,7.7,22,0.564102564,45.1,8,1.63,1,3,1.64,1,14,1,0,0,3,1,0
76,11,9.1,2,0.181818182,11.8,2,2.5,2,3,1.36,1.5,3,1,0,0,0,0,0
184,31,0,14,0.451612903,32.1,13,1,1,2,1.29,1,13,1,2,12,0,0,0
206,41,4.9,21,0.512195122,31.6,11,1.91,2,3,1.41,1.18,13,3,2,10,0,0,0
178,55,21.8,25,0.454545455,10.1,7,5.57,8,6,2.16,3.29,18,3,0,0,0,0,0
567,146,21.9,60,0.410958904,36.3,2.88,3.7,31,6,2.29,3.86,36,13,1,0,4,1,0
274,60,13.3,33,0.55,32.8,7.5,2.4,5,4,2,1.53,15,2,2,4,0,0,0
543,154,18.8,93,0.603896104,30,13.5,4.04,5,5,2.12,2.3,48,9,1,0,2,0,0
226,89,19.1,49,0.550561798,15,10,6.8,11,5,2.29,2.7,27,7,0,0,0,0,0
145,24,12.5,7,0.291666667,33.8,3,4.33,3,3,1.46,2,5,3,2,2,0,0,0
98,12,0,7,0.583333333,15.3,3,1,1,2,1,1,4,1,2,0,1,0,0
132,33,12.1,16,0.484848485,10.6,7,2.57,5,4,1.67,1.57,10,4,0,0,0,0,0
432,24,0,0,0,78.2,21,0,0,1,0.88,0,0,0,0,0,0,0,0
322,92,23.9,58,0.630434783,28,11,6.91,11,4,2.34,3.27,30,0,0,0,5,1,0
106,30,13.3,26,0.866666667,0,6,3,3,3,1.57,1.67,10,1,2,0,0,0,0
119,27,0,1,0.037037037,10.1,7,1.57,1,2,1.26,1,7,5,0,0,0,0,0
127,17,0,6,0.352941176,28.3,6,1,1,2,1.12,1,6,1,2,4,0,0,0
336,81,16,40,0.49382716,34.8,7.5,3.67,5,4,1.91,1.93,24,3,2,5,0,0,0
220,55,10.9,33,0.6,18.2,8,2.19,6,5,2.13,1.5,18,2,2,9,0,0,0
299,63,7.9,32,0.507936508,38.8,7.5,2.4,4,5,1.89,1.33,17,3,0,0,0,0,0
144,32,15.6,23,0.71875,27.8,2,12,6,6,2.44,3.5,7,0,0,0,0,1,0
508,161,26.7,121,0.751552795,29.5,16,8.19,14,8,3.01,3.81,55,8,0,0,0,0,0
317,151,16.6,78,0.516556291,13.2,14,8.57,14,5,2.3,2.79,37,11,0,0,0,0,0
210,74,17.6,52,0.702702703,19.5,5,12.8,14,6,2.86,4,18,1,0,0,0,0,0
358,132,19.7,66,0.5,28.5,4,7.75,11,7,2.44,3.17,36,10,0,0,0,0,0
62,5,0,0,0,29,2,0,0,1,0.4,0,0,0,0,0,0,0,0
222,72,19.4,42,0.583333333,24.8,9,5.78,10,5,2.26,2.56,22,7,0,0,0,0,0
390,116,19.8,51,0.439655172,22.6,4.75,4.16,8,6,2.59,2.21,25,5,0,0,0,0,0
135,32,25,13,0.40625,19.3,3,8,9,6,2.84,4,11,1,0,0,0,0,0
74,5,0,0,0,27,2,0,0,1,0.4,0,0,0,1,0,0,0,0
111,47,25.5,14,0.29787234,8.1,3,11.67,11,5,2.26,5.33,13,4,1,0,0,0,0
112,17,11.8,6,0.352941176,17.9,2,4,4,3,1.29,2.5,4,2,0,0,0,0,0
142,29,24.1,16,0.551724138,21.1,2,10,9,5,2.17,6,9,3,0,0,0,0,0
115,24,29.2,11,0.458333333,19.1,2,8.5,8,6,2.5,4.5,9,1,0,0,0,0,0
53,14,0,0,0,1.9,2,2,1,2,1.21,1,3,3,0,0,0,1,0
132,34,17.6,6,0.176470588,14.4,3,7.67,6,3,1.79,3.33,6,4,0,0,0,0,0
102,13,0,9,0.692307692,15.7,4,1,1,2,1,1,4,1,3,0,0,0,0
285,96,16.7,65,0.677083333,15.8,21,3.05,6,3,1.77,2.14,37,5,1,0,2,0,0
80,8,0,3,0.375,18.8,2,1,1,2,0.88,1,2,1,3,0,1,0,0
99,11,0,7,0.636363636,17.2,2,1,1,2,1,1,4,1,2,0,1,0,0
98,11,0,7,0.636363636,16.3,2,1,1,2,1,1,4,1,2,0,1,0,0
99,11,0,7,0.636363636,17.2,2,1,1,2,1,1,4,1,2,0,2,0,0
440,87,14.9,60,0.689655172,44.1,12,4.42,4,3,1.98,1.75,27,0,0,0,1,1,0
220,48,14.6,22,0.458333333,32.7,8,4,4,4,1.9,1.88,14,3,2,4,1,0,0
151,20,0,1,0.05,34.4,4,1.5,1,2,1.2,1,4,8,0,0,0,0,0
64,5,0,0,0,23.4,1,1,1,2,0.8,1,1,0,0,0,0,0,0
109,19,0,9,0.473684211,12.8,3.5,1,1,3,1.42,1,5,1,1,0,0,0,0
183,59,20.3,43,0.728813559,24,5,9.8,11,7,3.66,3.4,17,1,0,0,0,0,0
171,23,0,2,0.086956522,39.2,5,1.6,1,2,1.26,1,5,8,2,0,1,0,0
161,25,20,14,0.56,29.8,4,4,3,4,1.92,2.25,9,1,0,0,0,0,0
144,35,17.1,35,1,14.6,2,6.25,8,6,2.39,2.75,11,2,0,0,0,0,0
130,56,23.2,58,1.035714286,0.8,6,7.67,9,6,2.48,3.5,19,0,0,0,0,0,0
175,40,7.5,17,0.425,32,3,4.5,4,3,1.95,1.67,6,0,0,0,0,0,0
168,34,29.4,12,0.352941176,22,3,8,6,5,2.12,5,13,2,0,0,0,0,0
60,11,0,2,0.181818182,15,2,1.5,1,2,0.91,1,2,1,0,0,2,1,0
307,75,16,22,0.293333333,37.5,11,5.09,8,5,2.13,2.09,21,4,0,0,0,0,0
311,100,17,27,0.27,28.3,14,5.5,7,5,2.08,2.29,29,6,0,0,0,0,0
208,36,19.4,30,0.833333333,41.3,5,4,6,5,1.89,2,13,1,0,0,0,0,0
300,112,19.6,66,0.589285714,19.3,4.5,10,8,5,2.63,4.11,25,3,0,0,0,0,0
207,40,5,14,0.35,31.9,10,2.3,3,3,1.58,1.2,11,3,0,0,0,0,0
92,12,16.7,2,0.166666667,18.5,2,2.5,2,3,1.25,2,4,1,0,0,0,0,0
121,24,25,6,0.25,19,2,7.5,7,5,2.04,4.5,7,3,0,0,0,0,0
103,18,11.1,7,0.388888889,18.4,2,5.5,2,3,1.5,2,4,1,0,0,0,0,0
74,7,0,0,0,17.6,1,1,1,2,0.71,1,1,2,2,0,0,0,0
95,12,0,7,0.583333333,13.7,3,1,1,2,1,1,4,1,2,0,1,0,0
102,12,0,9,0.75,16.7,3,1,1,2,1,1,4,1,3,0,0,0,0
528,138,14.5,56,0.405797101,29,10,3.07,3,3,2.01,1.67,39,6,2,6,2,0,0
258,37,2.7,2,0.054054054,46.5,15,1.2,2,3,1.46,1.07,18,2,1,0,0,0,0
181,47,10.6,25,0.531914894,25.4,9,3.56,3,3,1.77,1.56,12,3,0,0,0,0,0
131,19,15.8,3,0.157894737,32.1,3,3.67,10,3,1.58,4,5,2,0,0,0,0,0
608,187,20.9,34,0.181818182,32.6,15,11.07,13,6,2.78,3.73,48,3,0,0,0,0,0
230,55,14.5,36,0.654545455,34.8,11,3.18,5,3,1.71,1.73,17,3,0,0,0,0,0
197,106,26.4,40,0.377358491,3,8,11,10,7,2.96,4.25,32,5,1,0,0,0,0
87,7,0,0,0,33.3,4,0,0,1,0.57,0,0,0,0,0,0,0,0
111,10,0,0,0,42.3,6,0,0,1,0.6,0,0,0,1,0,0,0,0
129,38,18.4,10,0.263157895,10.1,8,3.25,6,3,1.82,2.13,18,2,0,0,0,0,0
236,48,12.5,20,0.416666667,26.7,8,3.63,4,3,1.65,1.88,14,7,0,0,0,0,0
195,58,27.6,31,0.534482759,26.7,5,9.4,10,6,2.72,4.4,20,2,0,0,0,0,0
87,7,0,0,0,37.9,3,0,0,1,0.43,0,0,0,0,0,0,0,0
236,99,22.2,84,0.848484848,9.7,7,11,16,8,2.92,4.86,30,8,0,0,0,0,0
345,127,29.9,84,0.661417323,22.9,8,11.75,21,7,2.82,5.38,42,6,0,0,0,0,0
53,3,0,0,0,24.5,1,0,0,1,0.33,0,0,0,0,0,0,0,0
154,25,8,21,0.84,37,0,0,0,3,1.92,0,4,0,0,0,0,1,0
100,12,0,1,0.083333333,26,2,1.5,1,2,1,1,2,4,1,0,0,0,0
91,7,0,0,0,24.2,5,0,1,1,0.71,1,5,0,0,0,1,0,0
90,10,0,1,0.1,22.2,2,1.5,1,2,1,1,2,2,1,0,1,0,0
25,4,0,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0,0,0
90,4,0,0,0,44.4,2,0,0,1,0.5,0,0,0,0,0,0,0,0
260,52,26.9,29,0.557692308,35.4,2,10.5,7,6,2.96,4.5,10,1,0,0,0,0,0
148,38,7.9,18,0.473684211,18.2,5,4.6,2,3,1.63,1.6,8,5,0,0,0,0,0
53,4,0,0,0,13.2,2,0,0,1,0.5,0,0,0,0,0,0,0,0
77,7,0,1,0.142857143,22.1,2,1,1,2,0.86,1,2,0,2,0,0,0,0
79,7,0,1,0.142857143,21.5,2,1,1,2,0.86,1,2,0,3,0,0,0,0
80,7,0,1,0.142857143,18.8,1,1,1,2,0.57,1,1,1,3,0,0,0,0
80,8,0,3,0.375,18.8,2,1,1,2,0.88,1,2,1,3,0,1,0,0
69,4,0,0,0,31.9,2,0,0,1,0.5,0,0,0,0,0,0,0,0
97,12,0,7,0.583333333,14.4,3,1,1,2,1,1,4,1,2,0,2,0,0
78,13,0,4,0.307692308,0,3,1.33,1,2,0.92,1,3,1,2,0,0,0,0
61,5,0,1,0.2,9.8,1,1,1,2,0.6,1,1,0,2,0,0,0,0
72,4,0,0,0,38.9,2,0,0,1,0.5,0,0,0,0,0,0,0,0
135,32,6.3,18,0.5625,20.7,3,3.17,3,4,1.67,1.33,7,2,0,0,0,0,0
214,45,13.3,17,0.377777778,33.6,12,2.08,2,3,1.73,1.5,18,4,0,0,1,1,0
267,43,18.6,14,0.325581395,32.2,8,3.13,4,4,1.74,1.63,12,4,0,0,0,0,0
362,125,13.6,88,0.704,18.5,5,6,6,5,2.3,2.27,22,9,3,0,0,0,0
113,23,21.7,10,0.434782609,16.8,2,7.5,6,4,1.83,3.5,7,2,0,0,0,0,0
152,35,17.1,12,0.342857143,23,2,6.25,6,4,2.03,2.5,8,3,0,0,0,0,0
61,7,14.3,0,0,16.4,1,4,2,3,1.43,2,2,0,0,0,0,0,0
415,192,19.3,104,0.541666667,14.9,17,9.18,10,5,2.4,3.18,51,13,0,0,0,0,0
200,66,13.6,44,0.666666667,22.5,2.5,3.9,10,6,2.65,2.1,3,1,0,0,0,0,0
85,8,0,3,0.375,24.7,2,1.5,1,2,1,1,2,0,2,0,2,1,0
82,8,0,3,0.375,19.5,2,1,1,2,0.88,1,2,1,4,0,0,0,0
29,6,0,0,0,0,3,0,0,1,0.5,0,0,0,0,0,0,0,0
61,5,0,1,0.2,9.8,1,1,1,2,0.6,1,1,0,2,0,0,0,0
