@relation jhotdraw-6.0b.1

@attribute Lines numeric
@attribute Statements numeric
@attribute '\% Branches' numeric
@attribute Calls numeric
@attribute Calls/Statements numeric
@attribute '\% Comments' numeric
@attribute Methods/Class numeric
@attribute 'Avg Stmts/Method' numeric
@attribute 'Max Complexity' numeric
@attribute 'Max Depth' numeric
@attribute 'Avg Depth' numeric
@attribute 'Avg Complexity' numeric
@attribute WMC numeric
@attribute NOF numeric
@attribute DIT numeric
@attribute NMO numeric
@attribute NOC numeric
@attribute Abstract numeric
@attribute isImportant numeric

@data
10,5,0,0,0,40,3,0,0,1,0.6,0,0,0,0,0,0,0,0
50,32,0,21,0.65625,18,8,2.38,1,2,1.44,1,8,0,3,4,1,0,0
29,18,5.6,5,0.277778,20.7,3,2,2,3,1,1.33,4,2,0,0,0,0,0
27,16,6.3,5,0.3125,18.5,4,1.5,2,3,1.19,1.25,5,2,0,0,0,0,0
234,117,15.4,60,0.512821,19.7,20,3.85,10,5,2.09,1.95,38,8,0,0,0,1,0
25,7,0,0,0,68,3,0,0,1,0.43,0,0,0,0,0,0,0,0
300,116,21.6,75,0.646552,45.3,18,4.72,10,5,2.26,2.39,33,3,1,8,0,0,0
164,96,14.6,76,0.791667,24.4,7.5,4.53,7,5,2.78,1.93,19,3,0,0,0,0,0
280,168,19,125,0.744048,23.6,8.5,8,17,6,2.93,2.94,34,5,0,0,0,0,0
102,43,4.7,23,0.534884,46.1,7,3.14,2,3,1.37,1.29,9,3,0,0,0,0,0
316,97,15.5,75,0.773196,56.6,23,2.7,4,4,1.76,1.65,32,3,2,12,0,0,0
36,22,31.8,5,0.227273,11.1,2,8,5,5,2.18,4.5,8,0,0,0,0,0,0
34,10,0,0,0,67.6,3,0,1,1,0.4,1,3,1,0,0,3,1,0
18,3,0,0,0,77.8,1,0,0,1,0.33,0,0,0,0,0,0,0,0
53,16,6.3,4,0.25,58.5,4,1.5,2,3,1.06,1.25,5,0,2,3,1,0,0
91,31,9.7,14,0.451613,53.8,7,2.29,3,3,1.39,1.43,10,1,2,3,1,0,0
54,14,0,0,0,72.2,1,0,0,1,0.79,0,0,10,0,0,0,0,0
13,2,0,0,0,76.9,0,0,0,0,0,0,0,0,0,0,0,0,0
266,90,13.3,47,0.522222,53,17,3.41,7,5,1.84,1.76,29,3,0,0,0,0,0
37,11,0,3,0.272727,56.8,3,1,1,2,0.82,1,3,0,4,0,0,0,0
98,14,0,0,0,84.7,12,0,0,1,0.86,0,0,0,0,0,0,0,0
54,9,0,0,0,81.5,6,0,0,1,0.67,0,0,0,0,0,0,0,0
76,27,18.5,9,0.333333,50,4,4.25,6,4,2.04,2.25,9,4,0,0,0,1,0
60,21,9.5,2,0.095238,38.3,5,2.4,3,4,1.76,1.4,7,3,1,0,0,0,0
41,15,0,4,0.266667,51.2,3,1.67,1,2,0.87,1,3,0,3,0,0,0,0
156,57,15.8,22,0.385965,48.7,12,3.25,4,6,2.05,2.08,20,4,0,0,0,0,0
25,6,0,0,0,72,2,0,0,1,0.33,0,0,0,0,0,0,0,0
62,21,19,10,0.47619,51.6,4,2.75,5,3,1.43,2,8,0,1,2,3,0,0
19,5,0,0,0,68.4,1,0,0,1,0.2,0,0,0,0,0,0,0,0
39,11,0,4,0.363636,64.1,3,1.33,1,2,1,1,4,0,3,1,0,0,0
68,15,20,5,0.333333,52.9,3,2.67,4,4,1.6,2.33,6,1,3,1,0,0,0
11,2,0,0,0,72.7,0,0,0,0,0,0,0,0,0,0,0,0,0
111,27,0,8,0.296296,67.6,9,0.89,1,2,0.93,1,9,0,0,0,0,0,0
1003,355,10.4,258,0.726761,51.5,9.67,4.55,10,5,2,1.72,88,12,3,20,0,0,0
36,11,0,2,0.181818,61.1,2,1,1,2,0.55,1,2,0,3,1,0,0,0
45,13,0,4,0.307692,57.8,4,1,1,2,0.92,1,4,0,3,0,0,0,0
85,33,3,15,0.454545,49.4,7,2.57,2,3,1.61,1.14,9,1,1,2,0,0,0
41,6,0,0,0,82.9,4,0,0,1,0.67,0,0,0,0,0,0,0,0
13,3,0,0,0,69.2,1,0,1,1,0.33,1,1,0,1,0,0,0,0
44,16,0,5,0.3125,47.7,3,2,1,2,0.94,1,3,0,3,0,0,0,0
132,42,2.4,8,0.190476,56.8,14,1.5,2,3,1.48,1.07,15,4,0,0,0,0,0
96,26,0,13,0.5,62.5,9,1.22,1,2,1.27,1,9,2,0,0,0,0,0
75,24,0,8,0.333333,57.3,7,1.29,1,2,1.08,1,8,1,1,2,0,0,0
37,11,0,3,0.272727,56.8,3,1,1,2,0.82,1,3,0,4,0,0,0,0
95,38,7.9,23,0.605263,47.4,7,3.14,3,3,1.66,1.57,11,1,2,2,0,0,0
82,56,3.6,42,0.75,7.3,16,2,3,3,1.5,1.13,17,2,1,0,0,0,0
61,38,0,23,0.605263,13.1,14,1.21,1,2,1.29,1,14,1,1,0,0,0,0
27,6,0,0,0,74.1,3,0,0,1,0.5,0,0,0,0,0,0,0,0
56,10,0,0,0,80.4,5,0,0,1,0.5,0,0,0,1,0,0,0,0
118,43,7,27,0.627907,50,12,2,4,3,1.47,1.25,14,0,2,10,1,0,0
81,55,23.6,50,0.909091,0,7,6.57,8,5,2.51,3,19,1,1,0,0,0,0
461,256,14.1,151,0.589844,27.3,15.5,6.71,7,5,2.26,2.19,61,6,1,0,0,0,0
198,122,5.7,74,0.606557,23.7,5.5,3.73,4,3,1.78,1.32,22,5,1,0,1,0,0
61,39,17.9,28,0.717949,9.8,7,3.43,5,4,1.77,2.43,11,1,2,3,0,0,0
392,239,13.4,165,0.690377,13.8,28,7.79,1,5,1.51,1,66,4,2,12,1,0,0
72,43,4.7,29,0.674419,22.2,4.5,2.67,3,4,1.72,1.33,8,2,1,3,0,0,0
147,79,11.4,48,0.607595,31.3,7,3.86,4,4,2.05,1.71,12,1,1,4,0,0,0
110,62,16.1,41,0.66129,22.7,11,3.73,5,5,2.03,2.18,20,4,1,6,0,0,0
23,5,0,0,0,73.9,2,0,0,1,0.4,0,0,0,0,0,0,0,0
102,49,2,30,0.612245,39.2,11,2.45,2,3,1.43,1.09,12,3,0,0,1,0,0
87,60,15,62,1.033333,10.3,7,6.43,8,5,2.6,2.29,13,0,2,5,0,0,0
118,66,15.2,44,0.666667,16.9,18,2.89,1,4,0.97,1,22,1,1,0,1,0,0
26,9,0,3,0.333333,50,3,1,1,2,1,1,3,0,2,1,1,0,0
107,39,10.3,35,0.897436,48.6,5,5.6,4,4,2,1.8,8,0,1,3,0,0,0
44,18,0,8,0.444444,47.7,4,2.25,1,2,1.22,1,4,0,4,3,0,0,0
83,32,0,9,0.28125,53,6,2.33,1,2,1.06,1,6,0,1,6,0,0,0
808,355,13.5,228,0.642254,41.2,49,5.45,25,6,2.31,2.06,92,13,2,13,1,0,0
392,153,19,113,0.738562,46.2,12.5,4.28,9,5,2.36,2.36,27,3,2,6,1,0,0
153,120,31.7,61,0.508333,5.9,14,6.79,10,4,2.61,2.43,32,2,3,7,1,0,0
130,73,8.2,45,0.616438,26.2,7,3.57,4,4,2.07,1.43,10,1,1,4,0,0,0
95,64,4.7,30,0.46875,12.6,3,3.5,4,6,2.26,1.4,4,3,2,0,0,0,0
52,32,0,25,0.78125,21.2,8,2.13,1,2,1.34,1,8,1,1,3,1,1,0
53,28,0,9,0.321429,28.3,9,1.33,1,2,1.25,1,9,2,1,0,0,0,0
30,16,6.3,5,0.3125,33.3,2,3.5,2,3,1.06,1.5,3,0,2,0,0,0,0
357,165,13.3,80,0.484848,18.5,24.5,2.14,3,3,1.78,1.45,55,4,1,0,0,0,0
20,12,8.3,5,0.416667,20,2,2.5,3,2,1,2,3,0,2,1,0,0,0
69,23,4.3,7,0.304348,55.1,6,1.83,2,3,1.3,1.17,7,1,1,2,0,0,0
419,226,13.7,167,0.738938,25.5,38,4.63,5,4,2.02,1.82,56,2,2,9,0,0,0
56,35,25.7,24,0.685714,12.5,4,5.75,8,4,2,3.25,12,1,1,3,0,0,0
54,24,12.5,13,0.541667,38.9,1,15,6,4,1.79,6,4,3,0,0,0,0,0
119,56,19.6,33,0.589286,34.5,9,4,5,3,1.84,2.33,16,4,0,0,1,1,0
113,51,0,25,0.490196,43.4,13,2.15,1,2,1.45,1,13,5,1,3,0,0,0
210,88,14.8,57,0.647727,43.3,18,3.28,3,4,1.8,1.72,30,4,1,6,8,1,0
80,46,4.3,26,0.565217,27.5,9,3,3,3,1.52,1.22,10,5,2,5,0,0,0
107,64,10.9,59,0.921875,23.4,4.5,5.11,5,4,2.2,1.89,7,0,2,2,0,0,0
28,14,0,4,0.285714,35.7,3,1.33,1,2,0.86,1,3,1,2,1,0,0,0
169,94,21.3,73,0.776596,20.1,6,3.61,6,6,2.71,2.33,12,1,3,5,0,0,0
72,46,13,41,0.891304,16.7,6,5.17,7,4,1.89,2.33,10,2,3,4,0,0,0
107,86,7,48,0.55814,5.6,9,7.67,3,3,1.85,1.67,14,3,1,3,0,0,0
6,4,0,2,0.5,16.7,1,2,1,2,1.25,1,1,0,1,0,0,0,0
83,48,0,29,0.604167,16.9,12,2.08,1,2,1.35,1,12,3,2,10,1,0,0
179,93,24.7,70,0.752688,27.4,9,8,11,5,2.49,3.56,29,3,0,0,0,0,0
101,69,7.2,53,0.768116,9.9,7.5,2.93,3,4,2.12,1.33,7,0,2,4,0,0,0
89,54,7.4,57,1.055556,23.6,4,4.88,4,5,2.44,1.5,4,0,1,2,0,0,0
75,37,8.1,28,0.756757,36,7,3,2,3,1.46,1.43,10,2,2,7,0,0,0
25,14,0,7,0.5,32,2,3.5,1,2,1.14,1,2,0,3,1,0,0,0
125,67,7.5,42,0.626866,23.2,13,3.08,4,4,1.57,1.38,17,5,2,8,0,0,0
89,48,6.3,34,0.708333,28.1,4.5,3.11,3,4,2.19,1.44,3,1,1,1,0,0,0
315,154,14.9,118,0.766234,31.7,38,2.74,5,4,1.84,1.63,58,4,2,11,2,0,0
23,7,0,0,0,60.9,2,0,0,1,0.29,0,0,0,1,0,0,0,0
55,21,0,11,0.52381,47.3,7,1.29,1,2,1.29,1,7,2,2,1,0,0,0
12,7,0,1,0.142857,16.7,2,0.5,1,2,0.57,1,2,0,1,0,0,0,0
154,39,0,8,0.205128,63,17,0.76,1,2,1.13,1,17,1,1,15,0,0,0
52,18,5.6,5,0.277778,51.9,4,2.25,2,3,1.44,1.25,5,2,3,2,0,0,0
71,35,14.3,13,0.371429,26.8,3,8.33,6,5,2.49,2.67,8,1,2,1,0,0,0
359,205,15.6,132,0.643902,23.4,37,3.76,9,5,1.98,1.86,65,10,1,14,2,0,0
94,59,6.8,32,0.542373,16,7,2.36,3,4,2.03,1.36,7,1,2,3,0,0,0
26,13,7.7,3,0.230769,34.6,2,2.5,2,3,1.08,1.5,3,1,1,0,0,0,0
99,69,5.8,46,0.666667,10.1,6.5,3.46,3,4,1.97,1.38,8,1,1,4,0,0,0
69,41,0,27,0.658537,13,10,2,1,2,1.29,1,10,3,2,8,2,0,0
107,62,0,38,0.612903,21.5,14,2.43,1,2,1.42,1,14,6,2,10,1,0,0
92,48,16.7,28,0.583333,27.2,10,2.9,4,4,1.77,2,17,4,1,5,0,0,0
131,90,20,33,0.366667,20.6,5,15.6,15,5,2.83,3.8,16,1,1,2,0,0,0
439,219,9.1,147,0.671233,34.4,46,3.2,7,4,1.79,1.48,64,15,2,16,2,0,0
245,136,12.5,107,0.786765,22,15,3.03,7,5,2.21,1.67,31,3,2,7,1,0,0
89,55,10.9,56,1.018182,20.2,4,5,3,4,2.47,1.75,6,0,1,2,0,0,0
117,23,0,0,0,79.5,20,0,0,1,0.87,0,0,0,0,0,0,0,0
60,12,0,0,0,78.3,7,0,0,1,0.58,0,0,0,1,0,0,0,0
16,2,0,0,0,81.3,0,0,0,0,0,0,0,0,0,0,0,0,0
267,44,0,0,0,82.8,37,0,0,1,0.84,0,0,0,1,0,0,0,1
30,12,0,2,0.166667,46.7,3,1.33,1,2,1,1,3,1,1,0,0,0,0
20,5,0,0,0,70,3,0,0,1,0.6,0,0,0,0,0,0,0,0
51,12,0,0,0,74.5,9,0,0,1,0.75,0,0,0,0,0,0,0,1
254,53,0,0,0,78.7,48,0,0,1,0.91,0,0,0,1,0,0,0,1
283,49,0,0,0,82,42,0,0,1,0.88,0,0,1,1,0,0,0,1
132,86,11.6,40,0.465116,16.7,11,3.18,8,4,1.56,2.27,20,35,0,0,0,0,0
44,22,0,5,0.227273,34.1,6,1.5,1,2,1.23,1,6,3,1,0,0,0,0
30,8,0,0,0,70,5,0,0,1,0.63,0,0,0,1,0,0,0,0
24,5,0,0,0,75,3,0,0,1,0.6,0,0,0,0,0,0,0,0
23,4,0,0,0,78.3,2,0,0,1,0.5,0,0,0,0,0,0,0,0
13,3,0,0,0,69.2,1,0,0,1,0.33,0,0,0,0,0,0,0,0
10,5,0,0,0,40,3,0,0,1,0.6,0,0,0,0,0,0,0,0
104,21,0,0,0,78.8,14,0,0,1,0.71,0,0,1,0,0,0,0,1
36,7,0,0,0,77.8,4,0,0,1,0.57,0,0,0,0,0,0,0,0
23,13,0,4,0.307692,21.7,4,1.5,1,2,1.31,1,4,1,1,0,0,0,0
23,13,0,4,0.307692,21.7,4,1.5,1,2,1.31,1,4,1,1,0,0,0,0
22,6,0,0,0,68.2,1,0,0,1,0.17,0,0,0,1,0,0,0,0
25,5,0,0,0,76,1,0,0,1,0.2,0,0,0,1,0,0,0,0
30,6,0,0,0,76.7,3,0,0,1,0.5,0,0,0,0,0,0,0,0
101,22,0,0,0,77.2,17,0,0,1,0.77,0,0,0,0,0,0,0,1
14,9,0,0,0,28.6,6,0,0,1,0.67,0,0,0,0,0,0,0,0
31,6,0,0,0,77.4,3,0,0,1,0.5,0,0,0,1,0,0,0,0
67,49,8.2,14,0.285714,11.9,10,2.8,9,2,1.43,1.8,14,4,2,5,0,0,0
41,28,7.1,9,0.321429,9.8,4,4,3,4,1.82,1.5,6,4,1,0,0,0,0
49,26,19.2,10,0.384615,22.4,4,3.75,3,4,1.65,2.75,9,2,3,3,0,0,0
53,32,18.8,14,0.4375,18.9,3,7,4,3,1.69,3,8,1,1,1,0,0,0
205,149,3.4,156,1.04698,10.7,21,5.43,4,4,1.85,1.38,21,3,3,8,1,0,0
91,72,5.6,74,1.027778,6.6,4,6.63,3,4,1.71,1.63,10,2,2,3,0,0,0
93,55,5.5,25,0.454545,22.6,14,2.36,3,3,1.29,1.43,16,4,1,0,0,0,0
31,17,11.8,9,0.529412,25.8,3,3,3,4,1.59,1.67,5,0,2,1,0,0,0
39,21,9.5,5,0.238095,28.2,3,4.33,3,4,1.76,1.67,5,1,0,0,0,0,0
84,55,10.9,30,0.545455,10.7,5,3.7,5,5,1.86,1.7,15,2,1,2,0,0,0
16,9,0,3,0.333333,25,2,1.5,1,2,0.89,1,2,0,3,1,0,0,0
35,22,0,13,0.590909,25.7,2,5,1,2,1.05,1,2,1,2,2,0,0,0
28,20,0,16,0.8,14.3,3,3.33,1,2,1.15,1,3,0,2,1,0,0,0
126,86,7,60,0.697674,15.1,14,4.29,3,4,1.79,1.43,20,3,3,7,0,0,0
46,31,0,35,1.129032,23.9,3,6.67,1,2,1.39,1,3,0,2,1,0,0,0
32,26,0,32,1.230769,12.5,1,17,1,2,1.35,1,1,0,2,1,0,0,0
23,18,0,16,0.888889,13,1,9,1,2,1.11,1,1,1,2,1,0,0,0
34,23,0,19,0.826087,20.6,3,4,1,2,1.22,1,3,1,2,1,0,0,0
54,35,11.4,17,0.485714,16.7,5,4.2,3,3,1.6,2,8,2,3,4,0,0,0
252,184,7.6,136,0.73913,3.6,32,4.25,4,4,1.82,1.44,46,6,2,10,0,0,0
20,8,0,2,0.25,45,2,1,1,2,0.75,1,2,0,2,1,0,0,0
206,106,13.2,58,0.54717,23.8,16,1.78,8,4,1.63,1.53,33,5,0,0,13,1,0
100,31,0,9,0.290323,56,12,0.83,1,2,1.13,1,12,3,0,0,4,1,0
414,136,7.4,82,0.602941,53.9,42,1.86,4,3,1.64,1.24,52,5,0,0,5,1,0
142,41,0,13,0.317073,59.9,14,1.14,1,2,1.2,1,14,3,0,0,7,1,0
39,14,7.1,2,0.142857,46.2,4,1,2,3,1.07,1.25,5,1,0,0,4,1,0
327,153,12.4,100,0.653595,31.5,23.5,2.04,4,4,1.69,1.39,45,8,0,0,15,1,0
33,15,6.7,10,0.666667,39.4,3,2.33,2,3,1.33,1.33,4,0,1,2,1,1,0
179,104,4.8,65,0.625,19.6,2.78,2.36,3,4,2.47,1.2,6,1,1,2,0,0,0
31,7,0,2,0.285714,67.7,2,1,1,2,0.86,1,2,0,1,0,0,0,0
62,34,0,25,0.735294,27.4,10,1.7,1,2,1.29,1,10,0,0,0,0,0,0
44,23,4.3,22,0.956522,27.3,3,2,2,3,1.57,1.17,5,0,1,2,0,0,0
42,18,5.6,5,0.277778,47.6,1,8,4,3,1.39,4,2,5,0,0,0,0,0
120,76,11.8,46,0.605263,14.2,7.5,3.27,4,5,2.45,1.6,5,2,1,2,0,0,0
67,28,0,18,0.642857,40.3,5,1.2,1,3,1.46,1,8,0,2,6,0,0,0
224,115,13.9,86,0.747826,29,9.5,4,7,5,2.06,2.21,25,4,1,4,2,1,0
67,28,0,18,0.642857,40.3,5,1.2,1,3,1.46,1,8,0,2,6,0,0,0
52,30,13.3,20,0.666667,25,5,3.8,3,3,1.6,1.8,7,1,1,2,4,0,0
647,282,22.3,199,0.705674,38.6,48,4.58,8,5,2.23,2.4,107,6,1,7,4,1,1
172,87,11.5,67,0.770115,32,16,3.63,5,4,1.78,1.94,25,3,2,5,0,0,0
377,184,16.3,134,0.728261,32.6,16,4.09,8,5,2.24,2.19,51,9,1,5,1,0,0
26,10,0,7,0.7,46.2,3,1.33,1,2,1.1,1,3,0,2,2,0,0,0
192,70,10,53,0.757143,50.5,17,2.29,6,3,1.53,1.47,22,4,1,5,5,0,0
152,70,10,56,0.8,39.5,6,4,4,5,2.33,1.67,7,0,2,2,0,0,0
279,101,5,79,0.782178,46.6,40,1.3,4,3,1.5,1.18,44,3,1,27,2,1,0
103,52,9.6,37,0.711538,35,3.5,4.86,4,5,2.12,1.86,7,0,2,2,0,0,0
37,22,4.5,9,0.409091,16.2,7,1.14,3,3,1.23,1.29,8,2,0,0,0,0,0
150,88,10.2,57,0.647727,19.3,11,2.41,3,4,2,1.41,19,4,1,4,0,0,0
39,19,0,20,1.052632,35.9,4,2.75,1,2,1.37,1,4,0,2,2,0,0,0
11,6,0,8,1.333333,0,2,1.5,1,2,1.33,1,2,0,2,0,0,0,0
86,58,13.8,19,0.327586,10.5,3,13.33,7,4,2.1,5,10,5,0,0,0,0,0
40,21,14.3,8,0.380952,27.5,4,2.75,4,3,1.48,1.75,6,2,0,0,0,0,0
30,8,0,0,0,70,5,0,1,1,0.63,1,5,0,0,0,1,0,0
79,50,18,18,0.36,8.9,11,3.09,6,3,1.76,2,18,0,1,0,0,0,0
60,20,0,7,0.35,55,5,1.2,1,2,1,1,5,3,0,0,0,0,0
47,15,6.7,14,0.933333,55.3,4,1.75,2,3,1.27,1.25,5,0,1,0,5,1,0
40,18,0,2,0.111111,42.5,4,1.75,1,2,1.11,1,4,2,0,0,0,0,0
40,26,11.5,10,0.384615,12.5,5,2.8,4,3,1.46,1.6,7,2,0,0,0,0,0
66,28,3.6,12,0.428571,43.9,6,1.83,2,3,1.14,1.17,7,3,0,0,0,0,0
33,18,0,9,0.5,27.3,5,1.6,1,2,1.22,1,5,1,1,4,0,0,0
36,22,4.5,9,0.409091,13.9,7,1.14,3,3,1.23,1.29,8,2,0,0,0,0,0
82,36,0,17,0.472222,40.2,9,1.89,1,2,1.31,1,9,4,1,5,0,0,0
71,35,25.7,21,0.6,31,4,6,10,4,2.23,3.25,13,1,1,1,4,0,0
12,6,0,9,1.5,0,2,1.5,1,2,1.33,1,2,0,2,0,0,0,0
12,6,0,8,1.333333,0,2,1.5,1,2,1.33,1,2,0,2,0,0,0,0
12,6,0,9,1.5,0,2,1.5,1,2,1.33,1,2,0,2,0,0,0,0
360,100,2,20,0.2,56.7,53,0.66,3,3,1.32,1.04,54,5,1,0,0,0,0
33,11,0,4,0.363636,57.6,2,2,1,2,1,1,2,1,2,1,1,0,0
25,6,0,0,0,68,1,0,1,1,0.17,1,1,0,0,0,0,0,0
24,8,0,1,0.125,45.8,4,0.25,1,2,0.75,1,4,0,1,3,0,0,0
57,40,0,11,0.275,15.8,7,3.14,1,2,1.4,1,7,5,1,2,0,0,0
34,19,10.5,2,0.105263,23.5,4,2.5,3,3,1.47,1.5,6,2,0,0,0,0,0
86,51,11.8,51,1,19.8,4,4.63,3,4,2.31,1.75,8,0,2,2,0,0,0
60,37,13.5,9,0.243243,28.3,3,8,5,3,1.73,2.67,7,4,1,0,0,0,0
203,123,22.8,89,0.723577,12.3,13,7.15,14,5,2.24,3.15,40,8,0,0,0,0,0
107,51,3.9,18,0.352941,32.7,15,1.73,4,4,1.47,1.2,17,4,1,2,0,0,0
61,40,10,29,0.725,8.2,5,2.7,2,4,2.4,1.4,5,0,1,0,8,0,0
42,17,0,4,0.235294,47.6,4,1.25,1,2,0.94,1,4,2,0,0,0,0,0
67,36,8.3,32,0.888889,28.4,3.5,3.29,3,4,2.03,1.57,5,0,1,2,0,0,0
80,51,11.8,40,0.784314,12.5,9,3.89,6,5,2.2,1.78,14,2,1,3,0,0,0
117,52,19.2,49,0.942308,39.3,10,3.4,7,5,1.92,2,18,1,1,4,2,0,0
88,56,10.7,48,0.857143,14.8,5.5,3.36,3,4,2.36,1.55,5,0,1,2,0,0,0
25,7,0,1,0.142857,64,1,1,1,2,0.57,1,1,1,0,0,0,0,0
44,16,0,1,0.0625,52.3,4,1.75,1,2,1.25,1,4,2,0,0,0,0,0
12,6,0,9,1.5,0,2,1.5,1,2,1.33,1,2,0,2,0,0,0,0
12,6,0,8,1.333333,0,2,1.5,1,2,1.33,1,2,0,2,0,0,0,0
12,6,0,9,1.5,0,2,1.5,1,2,1.33,1,2,0,2,0,0,0,0
187,89,16.9,59,0.662921,34.2,17,3.47,4,4,1.96,1.88,32,5,2,7,1,0,0
1024,490,16.5,308,0.628571,33.1,20,3.45,13,6,2.14,1.98,145,25,1,0,1,0,1
73,37,10.8,19,0.513514,37,4,6.25,4,5,2.14,2,8,2,0,0,0,0,0
50,13,0,0,0,72,9,0,0,1,0.69,0,0,0,0,0,0,0,0
31,15,13.3,10,0.666667,35.5,2,4,3,3,1.4,2,3,1,1,1,0,0,0
126,73,12.3,53,0.726027,20.6,18,2.56,7,3,1.66,1.5,26,2,2,1,0,0,0
12,6,0,8,1.333333,0,2,1.5,1,2,1.33,1,2,0,2,0,0,0,0
30,21,0,14,0.666667,20,2,7.5,1,2,1.52,1,2,0,0,0,0,0,0
52,43,0,70,1.627907,11.5,2,18.5,1,2,1.77,1,2,0,0,0,0,0,0
81,16,0,5,0.3125,70.4,5,1.2,1,2,1.13,1,5,1,1,0,0,0,0
81,16,0,5,0.3125,70.4,5,1.2,1,2,1.13,1,5,1,1,0,0,0,0
91,17,0,5,0.294118,71.4,6,1,1,2,1.12,1,6,1,1,0,0,0,0
102,24,4.2,11,0.458333,66.7,6,1.83,2,3,1.29,1.17,7,1,2,2,0,0,0
110,23,4.3,11,0.478261,69.1,7,1.43,2,3,1.3,1.14,8,1,2,2,0,0,0
132,22,0,6,0.272727,73.5,10,0.6,1,2,1.05,1,10,1,2,2,0,0,0
122,21,0,7,0.333333,73,9,0.67,1,2,1.05,1,9,1,2,2,0,0,0
171,25,0,5,0.2,75.4,14,0.43,1,2,1.08,1,14,1,1,0,0,0,0
84,19,0,8,0.421053,67.9,5,1.4,1,2,1.05,1,5,1,2,2,0,0,0
111,19,0,6,0.315789,73,8,0.75,1,2,1.11,1,8,1,2,2,0,0,0
131,21,0,5,0.238095,74,10,0.6,1,2,1.1,1,10,1,1,0,0,0,0
155,27,0,7,0.259259,72.9,12,0.58,1,2,1,1,12,1,2,2,0,0,0
131,21,0,5,0.238095,74,10,0.6,1,2,1.1,1,10,1,1,0,0,0,0
131,21,0,5,0.238095,74,10,0.6,1,2,1.1,1,10,1,1,0,0,0,0
240,41,4.9,13,0.317073,72.9,19,0.74,2,3,1.27,1.11,21,1,1,0,0,0,0
91,17,0,5,0.294118,71.4,6,1,1,2,1.12,1,6,1,1,0,0,0,0
151,23,0,6,0.26087,74.8,12,0.5,1,2,1.09,1,12,1,2,2,0,0,0
151,23,0,5,0.217391,74.8,12,0.5,1,2,1.09,1,12,1,1,0,0,0,0
131,21,0,5,0.238095,74,10,0.6,1,2,1.1,1,10,1,1,0,0,0,0
221,30,0,6,0.2,76.5,19,0.32,1,2,1.07,1,19,1,2,2,0,0,0
138,28,0,15,0.535714,70.3,10,1.1,1,2,1.18,1,10,1,2,2,0,0,0
123,22,0,9,0.409091,72.4,9,0.67,1,2,1,1,9,1,2,2,0,0,0
371,45,0,5,0.111111,77.9,34,0.18,1,2,1.04,1,34,1,1,0,0,0,0
125,24,0,9,0.375,71.2,9,1,1,2,1.17,1,9,1,2,2,0,0,0
141,22,0,6,0.272727,74.5,11,0.55,1,2,1.09,1,11,1,2,2,0,0,0
172,36,5.6,15,0.416667,69.2,12,1.25,2,3,1.31,1.17,14,1,1,0,0,0,0
134,24,0,7,0.291667,72.4,10,0.7,1,2,1.04,1,10,1,2,2,0,0,0
111,19,0,5,0.263158,73,8,0.75,1,2,1.11,1,8,1,1,0,0,0,0
