Lines,Statements,% Branches,Calls,Calls/Statements,% Comments,Methods/Class,Avg Stmts/Method,Max Complexity,Max Depth,Avg Depth,Avg Complexity,WMC,NOF,DIT,NMO,NOC,Abstract,isImportant
54,28,3.6,11,0.392857143,24.1,4,4,1,3,1.14,1,5,2,0,0,0,0,0
21,5,0,0,0,71.4,2,0,0,1,0.4,0,0,0,0,0,0,0,0
154,60,6.7,19,0.316666667,41.6,13,2.15,4,4,1.53,1.31,17,9,1,3,1,0,0
70,31,6.5,10,0.322580645,37.1,5,2.4,3,3,1.13,1.4,7,3,2,2,0,0,0
37,21,9.5,8,0.380952381,29.7,1,9,3,3,1.1,3,3,1,1,0,0,0,0
15,5,0,0,0,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0
41,17,0,3,0.176470588,46.3,3,2.33,1,2,1.06,1,3,1,0,0,1,0,0
54,24,4.2,10,0.416666667,35.2,5,1.6,2,3,1.04,1.2,6,2,1,0,0,0,0
59,24,0,10,0.416666667,42.4,3,2,1,2,0.79,1,3,4,1,3,0,0,0
59,24,0,10,0.416666667,42.4,3,2,1,2,0.79,1,3,4,1,3,0,0,0
40,8,0,0,0,75,3,0,0,1,0.38,0,0,0,0,0,0,0,0
37,11,0,0,0,54.1,3,0.67,1,2,0.73,1,3,1,0,0,4,0,0
97,58,3.4,25,0.431034483,21.6,6,4.17,2,3,1.26,1.33,8,8,1,2,0,0,0
43,25,0,12,0.48,23.3,1,3.5,1,4,1.46,1,1,0,0,0,0,0,0
16,5,0,0,0,62.5,1,0,0,1,0.2,0,0,0,0,0,0,0,0
135,82,6.1,47,0.573170732,26.7,6,7.67,5,5,1.84,2,10,2,0,0,0,1,0
89,50,6,36,0.72,33.7,2,8,3,3,1.68,2.5,5,4,0,0,0,0,0
57,20,5,6,0.3,47.4,5,1.8,2,3,1.25,1.2,6,1,1,0,0,0,0
42,10,0,9,0.9,47.6,3,1,1,2,1.1,1,5,9,0,0,0,0,0
117,52,1.9,23,0.442307692,37.6,8,3,2,3,1.29,1.13,9,4,1,0,0,0,0
195,81,11.1,51,0.62962963,39,16,3.56,1,5,1.1,1,21,4,0,0,0,0,0
195,61,1.6,32,0.524590164,60,7,2,2,3,1.39,1.21,14,5,0,0,0,0,0
20,6,0,1,0.166666667,60,1,1,1,2,0.67,1,1,1,2,0,0,0,0
23,9,0,1,0.111111111,43.5,2,1.5,1,2,1,1,2,1,1,0,0,1,0
77,34,0,9,0.264705882,42.9,5,2.6,2,3,1.03,1.2,6,1,0,0,0,0,0
446,197,8.6,102,0.517766497,40.6,11.33,4,4,5,1.28,1.64,53,9,0,0,1,0,1
125,54,1.9,23,0.425925926,43.2,12,2,3,3,1.26,1.17,15,5,0,0,0,0,0
47,11,0,0,0,74.5,9,0,0,1,0.82,0,0,0,0,0,0,0,0
71,25,0,10,0.4,47.9,10,1.1,1,2,1.32,1,10,1,0,0,0,0,0
187,98,20.4,48,0.489795918,26.7,7,5,3,4,2.38,2.43,34,3,0,0,0,0,0
56,11,0,0,0,60.7,9,0,1,1,0.82,1,9,0,0,0,1,0,0
74,34,8.8,23,0.676470588,27,4.5,2,2,5,1.63,1.33,11,3,1,5,0,0,0
355,179,14.5,52,0.290502793,32.1,30,3.37,2,4,1.82,1.14,33,13,0,0,4,0,0
225,108,4.6,45,0.416666667,31.1,6,3.78,1,4,1.43,1,17,2,1,5,0,0,0
82,35,8.6,15,0.428571429,39,9,2,4,4,1.6,1.33,11,1,0,0,0,0,0
38,14,7.1,5,0.357142857,39.5,3,1.67,2,3,1.07,1.33,4,1,2,1,0,0,0
18,6,0,1,0.166666667,50,1,1,1,2,0.5,1,1,0,1,1,0,0,0
40,14,0,3,0.214285714,47.5,5,1,1,2,1.14,1,5,1,0,0,0,0,0
22,9,0,3,0.333333333,40.9,2,1,1,2,0.67,1,2,0,3,1,0,0,0
85,45,0,31,0.688888889,15.3,5,3.8,1,2,0.49,1,5,2,2,4,1,0,0
80,29,0,1,0.034482759,48.8,9,1,1,2,1.07,1,9,4,0,0,0,0,0
18,4,0,0,0,72.2,1,0,0,1,0.25,0,0,0,0,0,0,0,0
43,20,0,9,0.45,32.6,4,1,1,2,0.6,1,4,0,1,2,1,0,0
16,6,0,0,0,56.3,1,0,0,1,0.17,0,0,0,0,0,0,0,1
50,18,0,12,0.666666667,46,6,1.17,1,2,1.11,1,6,0,1,0,1,0,0
117,70,10,40,0.571428571,26.5,4,9.75,8,5,1.93,3.25,10,4,0,0,0,0,0
29,17,5.9,5,0.294117647,24.1,2,3.5,2,3,1.18,1.5,3,2,0,0,0,0,0
29,17,5.9,5,0.294117647,24.1,2,3.5,2,3,1.18,1.5,3,2,0,0,0,0,0
388,226,0.9,86,0.380530973,23.7,6.33,2.84,2,4,1.68,1.05,22,15,0,0,0,0,1
50,20,10,6,0.3,42,2,4,3,3,1.1,2,4,1,0,0,1,1,0
67,29,3.4,13,0.448275862,34.3,6,2.17,2,3,1.34,1.17,7,2,2,2,0,0,0
118,62,6.5,27,0.435483871,27.1,7,4.14,5,6,1.76,1.83,6,7,1,0,0,0,0
50,23,13,6,0.260869565,40,2,6.5,4,4,1.61,2.5,5,2,2,0,0,0,0
31,11,0,7,0.636363636,45.2,3,1,1,2,0.82,1,3,0,1,0,0,0,0
57,32,6.3,10,0.3125,28.1,3,4.67,3,4,1.31,1.67,5,3,2,0,0,0,0
15,5,0,0,0,60,1,0,0,1,0.2,0,0,0,0,0,0,0,1
27,10,0,5,0.5,44.4,3,1,1,2,0.9,1,3,0,1,0,2,0,0
380,193,9.3,103,0.533678756,37.4,17,7.06,6,4,1.82,2.19,35,19,1,1,0,0,0
82,38,2.6,23,0.605263158,43.9,5,4,2,3,1.32,1.4,8,3,0,0,0,0,0
229,96,19.8,41,0.427083333,41.5,14,4.64,6,6,2.16,2.36,30,3,0,0,0,0,1
38,8,0,0,0,76.3,4,0,0,1,0.5,0,0,0,0,0,0,0,0
17,9,0,0,0,35.3,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,0,1,0.166666667,60,1,1,1,2,0.67,1,1,1,2,0,0,0,0
50,18,0,5,0.277777778,50,5,1.2,1,2,1,1,5,1,0,0,0,0,0
124,76,7.9,43,0.565789474,23.4,3,13,5,5,1.62,3,9,7,0,0,0,0,0
127,64,17.2,35,0.546875,33.1,5,8,6,6,2.06,3.2,16,3,0,0,0,0,0
226,122,0.8,89,0.729508197,12.4,7.67,3.43,2,9,0.95,1.14,23,7,0,0,0,0,0
21,10,0,0,0,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,141,12.1,70,0.496453901,23.9,4,11.25,8,5,1.98,3.25,22,7,0,0,0,0,0
20,6,0,1,0.166666667,60,1,1,1,2,0.67,1,1,1,2,0,0,0,0
112,54,9.3,34,0.62962963,33,6,4.5,3,4,1.37,1.83,11,3,1,1,0,0,0
33,15,6.7,7,0.466666667,42.4,1,5,2,3,0.87,2,2,1,0,0,1,1,0
80,36,5.6,12,0.333333333,36.3,6,2.17,3,3,1.06,1.33,8,3,2,2,0,0,0
17,7,0,6,0.857142857,41.2,1,1,1,2,0.43,1,1,0,2,0,0,0,0
45,18,16.7,3,0.166666667,44.4,3,2.67,3,4,1.33,2,6,1,1,0,1,0,0
27,7,0,0,0,66.7,2,0,0,1,0.29,0,0,0,0,0,0,0,1
195,91,12.1,43,0.472527473,37.4,5,5.4,8,5,1.87,2.1,20,7,1,0,0,0,0
36,20,0,12,0.6,27.8,2,4,1,2,0.9,1,2,0,0,0,0,0,0
141,70,7.1,33,0.471428571,32.6,4.5,4.89,9,4,1.89,2,10,2,0,0,0,0,0
16,5,0,0,0,62.5,1,0,0,1,0.2,0,0,0,0,0,0,0,0
32,6,0,0,0,78.1,2,0,0,1,0.33,0,0,0,0,0,0,0,1
79,40,5,23,0.575,38,4,4.75,2,3,1.2,1.5,7,1,1,0,0,0,0
183,94,11.7,54,0.574468085,32.8,9,6.56,4,4,1.27,2.33,18,5,0,0,1,0,0
149,66,10.6,39,0.590909091,42.3,6,6.17,5,4,1.5,2.17,13,2,1,1,0,0,0
35,15,0,1,0.066666667,42.9,4,1.25,1,2,1.07,1,4,2,0,0,0,0,0
20,6,0,0,0,65,1,0,0,1,0.17,0,0,0,0,0,0,0,0
31,8,0,0,0,67.7,2,0,0,1,0.25,0,0,0,0,0,0,0,0
52,17,5.9,4,0.235294118,46.2,4,2.25,2,2,0.71,2,5,2,0,0,3,1,0
20,8,0,2,0.25,35,2,1,1,2,0.75,1,2,0,3,0,0,1,0
117,43,4.7,22,0.511627907,46.2,11,1.55,2,3,1.09,1.18,16,0,1,0,1,1,0
64,32,6.3,13,0.40625,29.7,5,2.8,3,4,1.28,1.4,8,2,3,1,0,0,0
66,42,4.8,23,0.547619048,19.7,4,5,3,4,1.52,1.5,6,2,3,1,0,0,0
36,17,0,14,0.823529412,27.8,4,1.75,3,2,1.12,1.5,5,1,3,1,0,0,0
73,39,7.7,17,0.435897436,32.9,3,6.33,4,4,1.49,2,5,2,3,0,0,0,0
71,31,3.2,11,0.35483871,42.3,6,2,2,3,1.06,1.33,7,2,3,1,0,0,0
37,17,0,5,0.294117647,35.1,3,1.67,2,2,0.88,1.67,3,2,3,1,0,0,0
84,40,2.5,19,0.475,31,9,1.33,2,3,0.92,1.11,11,2,1,1,0,0,0
46,15,0,5,0.333333333,52.2,3,1.67,2,2,1,1.33,3,2,3,1,0,0,0
112,51,9.8,24,0.470588235,33,10,2.8,4,3,1,1.5,10,1,2,1,9,0,0
36,17,11.8,6,0.352941176,30.6,2,3,3,4,1,2,4,0,3,1,0,0,0
243,117,9.4,47,0.401709402,28.8,25,3.52,4,6,1.55,2,22,8,0,0,0,0,0
25,15,0,12,0.8,28,1,6,1,2,0.87,1,1,0,1,0,0,0,0
19,7,0,0,0,57.9,2,0,0,1,0.29,0,0,0,0,0,0,0,0
88,37,8.1,13,0.351351351,39.8,7,2.14,2,3,1.16,1.43,10,3,0,0,1,0,0
44,22,0,11,0.5,34.1,2,5,1,3,1.32,1,2,0,0,0,0,0,0
173,78,5.1,33,0.423076923,42.2,12,3.25,4,4,1.42,1.33,13,3,0,0,1,1,0
184,77,1.3,37,0.480519481,46.2,7,2.43,2,5,1.5,1.14,13,2,0,0,2,1,0
41,23,0,7,0.304347826,26.8,2,3.5,1,3,0.91,1,2,1,0,0,0,0,0
54,32,3.1,12,0.375,24.1,2,6,3,3,1.13,2,4,2,0,0,0,0,0
144,60,8.3,23,0.383333333,45.8,6,5.5,4,4,1.55,1.83,11,5,1,1,2,0,0
56,29,3.4,12,0.413793103,32.1,2,4,2,3,0.76,1.5,3,3,1,1,2,0,0
56,34,2.9,13,0.382352941,23.2,2,6.5,3,3,1.15,2,4,2,0,0,0,0,0
259,88,18.2,50,0.568181818,54.1,7,8.29,7,5,1.93,3.43,24,4,1,3,0,0,0
136,70,8.6,41,0.585714286,37.5,5,8.2,4,4,1.67,2.2,10,5,0,0,0,0,0
41,17,5.9,6,0.352941176,41.5,2,3,2,3,1.12,1.5,3,3,2,2,0,0,0
61,19,0,8,0.421052632,55.7,3,2,2,2,0.95,1.33,5,3,2,2,0,0,0
57,35,2.9,15,0.428571429,22.8,2,7,3,3,1.2,2,4,2,0,0,0,0,0
28,9,0,4,0.444444444,46.4,2,1,1,2,0.78,1,2,1,2,2,0,0,0
39,23,0,7,0.304347826,23.1,2,3.5,1,3,0.91,1,2,1,0,0,0,0,0
39,23,0,8,0.347826087,28.2,1,7,1,3,0.96,1,1,2,0,0,0,0,0
82,50,4,17,0.34,25.6,2,4.5,2,3,1,1.5,7,3,0,0,2,0,0
49,26,3.8,9,0.346153846,32.7,2,4.5,2,4,1.12,1.5,3,2,0,0,0,0,0
47,24,0,11,0.458333333,34,2,4.5,1,3,1.17,1,2,2,0,0,0,0,0
98,53,7.5,19,0.358490566,32.7,5,5,4,3,1.25,2.2,10,5,0,0,0,0,0
48,23,0,11,0.47826087,35.4,2,4.5,1,3,1.17,1,2,1,0,0,0,0,0
16,3,0,0,0,75,1,0,0,1,0.33,0,0,0,0,0,0,0,0
15,3,0,0,0,73.3,1,0,0,1,0.33,0,0,0,0,0,0,0,0
24,6,0,0,0,66.7,1,0,0,1,0.17,0,0,0,0,0,0,0,1
42,8,0,0,0,76.2,1,0,0,1,0.13,0,0,0,0,0,0,0,1
173,20,15,149,7.45,2.9,5,2.2,3,4,1.65,1.6,10,141,0,0,0,0,0
227,157,18.5,141,0.898089172,18.1,5,27.6,24,5,2.46,7.4,29,1,0,0,0,0,0
80,32,6.3,17,0.53125,47.5,7,2,2,3,1.28,1.29,9,4,0,0,1,0,0
48,34,17.6,16,0.470588235,10.4,1,21,7,5,2.18,7,7,1,0,0,0,0,0
99,36,5.6,23,0.638888889,55.6,2.5,4,4,4,1.83,2.2,7,2,0,0,1,0,0
71,28,0,16,0.571428571,50.7,4,3.5,1,2,1.18,1,4,1,0,0,0,0,0
76,52,1.9,38,0.730769231,21.1,4,6,2,3,1.02,1.25,5,0,0,0,0,0,0
39,15,0,6,0.4,43.6,3,1.67,2,2,1,1.33,4,2,1,3,0,0,0
140,78,9,43,0.551282051,33.6,1.17,7,7,5,2.24,2.86,2,17,0,0,0,0,0
230,84,0,85,1.011904762,17.4,2,35,1,2,1.75,1,53,5,0,0,0,0,0
26,10,0,4,0.4,42.3,2,1,1,2,0.7,1,2,1,1,1,0,0,0
108,79,20.3,89,1.126582278,5.6,7,8.86,6,4,2.09,3.29,21,2,0,0,0,0,0
36,21,0,6,0.285714286,19.4,7,1.29,1,2,1.29,1,7,2,0,0,0,0,0
19,2,0,0,0,73.7,0,0,0,0,0,0,2,2,0,0,0,0,0
21,7,0,0,0,61.9,2,0,0,1,0.29,0,0,0,0,0,0,0,0
62,36,19.4,25,0.694444444,22.6,4,7,5,5,2.36,2.75,11,3,0,0,0,0,0
66,37,21.6,26,0.702702703,25.8,4,7.25,4,5,2.16,3,12,3,0,0,0,0,0
15,9,11.1,6,0.666666667,13.3,2,2.5,2,3,1.56,1.5,3,1,0,0,0,0,0
16,3,0,0,0,75,1,0,0,1,0.33,0,0,0,0,0,0,0,0
19,5,0,0,0,68.4,1,0,0,1,0.2,0,0,0,0,0,0,0,0
149,55,5.5,22,0.4,49,14,2.21,3,4,1.55,1.21,19,3,0,0,0,0,1
31,10,0,2,0.2,38.7,3,1,1,3,1.5,1,3,2,0,0,2,0,1
75,35,17.1,15,0.428571429,37.3,3,7.33,3,4,1.77,3,9,2,1,0,2,1,0
55,25,16,11,0.44,38.2,1,12,5,5,1.8,5,5,3,1,0,4,1,0
168,66,9.1,31,0.46969697,48.2,13,2.46,3,4,1.42,1.46,19,4,0,0,2,1,0
64,35,8.6,17,0.485714286,28.1,3,5.67,2,4,1.49,2,4,4,0,0,0,0,0
93,39,7.7,14,0.358974359,46.2,6,3.33,4,3,1.41,1.83,12,4,0,0,0,0,0
193,100,8,49,0.49,30.6,6,4.92,4,5,1.78,1.91,15,6,0,0,0,0,0
46,23,0,8,0.347826087,39.1,4,1.75,1,2,0.87,1,4,2,0,0,0,0,0
46,26,11.5,12,0.461538462,28.3,1,12,4,3,1.38,4,4,1,0,0,2,1,0
55,17,0,4,0.235294118,45.5,5,1,1,2,0.94,1,5,1,2,2,0,0,0
42,23,8.7,11,0.47826087,31,1,11,3,3,1.17,3,3,2,0,0,0,0,0
26,12,0,6,0.5,42.3,1,5,1,2,0.92,1,1,0,0,0,0,0,0
15,5,0,0,0,60,1,0,0,1,0.2,0,0,0,0,0,0,0,0
10,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,0,0,0,66.7,1,0,0,1,0.25,0,0,0,0,0,0,0,0
25,7,0,1,0.142857143,52,1,1,1,2,0.57,1,1,1,1,1,0,0,0
25,7,0,1,0.142857143,52,1,1,1,2,0.57,1,1,1,1,1,0,0,0
20,4,0,0,0,75,2,0,0,1,0.5,0,0,0,0,0,0,0,0
55,17,0,4,0.235294118,45.5,5,1,1,2,0.94,1,5,1,2,2,0,0,0
49,25,4,16,0.64,34.7,2,6,2,3,1.16,1.5,3,2,0,0,0,0,0
26,12,0,10,0.833333333,42.3,1,7,1,2,1.25,1,1,0,0,0,0,0,0
40,17,0,8,0.470588235,42.5,2,3,1,2,0.94,1,2,2,0,0,0,0,0
51,25,4,14,0.56,37.3,3,3.67,2,3,1.12,1.33,4,2,0,0,0,0,0
19,5,0,0,0,68.4,1,0,0,1,0.2,0,0,0,0,0,0,0,0
15,4,0,0,0,66.7,1,0,0,1,0.25,0,0,0,0,0,0,0,0
21,6,0,0,0,57.1,1,1,1,2,0.67,1,1,1,0,0,0,0,0
35,16,6.3,11,0.6875,40,2,4,2,3,1.25,1.5,3,1,0,0,0,0,0
16,4,0,0,0,68.8,1,0,0,1,0.25,0,0,0,0,0,0,0,0
24,10,0,0,0,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0
23,10,0,2,0.2,43.5,1,3,1,2,0.7,1,1,0,0,0,0,0,0
16,5,0,0,0,62.5,1,0,0,1,0.2,0,0,0,0,0,0,0,0
198,100,12,51,0.51,30.8,4,7.75,7,5,2.18,3.86,12,2,0,0,0,0,0
147,64,7.8,34,0.53125,39.5,11,2.91,3,4,1.36,1.45,16,2,0,0,0,0,1
95,41,9.8,19,0.463414634,41.1,8,1.88,3,4,1.22,1.38,13,1,0,0,0,0,0
43,16,0,5,0.3125,44.2,5,1.2,1,2,1.19,1,6,1,0,0,9,1,0
1346,463,24,133,0.287257019,62,10.67,12.13,24,7,3.14,4.81,85,20,0,0,0,0,0
17,4,0,0,0,64.7,1,1,1,2,0.75,1,1,0,1,0,0,1,0
24,3,0,0,0,83.3,1,0,0,1,0.33,0,0,0,0,0,0,0,0
26,13,0,5,0.384615385,23.1,3,1.33,1,2,0.85,1,3,0,1,0,0,0,0
39,12,16.7,2,0.166666667,56.4,1,7,3,5,2.08,3,3,1,0,0,1,1,0
18,4,0,0,0,72.2,2,0,0,1,0.5,0,0,0,0,0,0,0,0
11,3,0,0,0,63.6,1,0,0,1,0.33,0,0,0,0,0,0,0,0
45,19,15.8,0,0,42.2,4,0,0,4,2.25,0,0,4,0,0,0,0,0
19,9,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0
71,30,0,8,0.266666667,43.7,8,1,1,2,0.8,1,8,0,0,0,1,0,0
107,53,0,15,0.283018868,32.7,9,1,1,2,0.64,1,9,7,1,7,0,0,0
100,48,10.4,27,0.5625,39,3,6.67,3,4,1.88,2.33,10,2,0,0,0,0,0
82,45,8.9,23,0.511111111,30.5,2.5,5.2,3,5,1.67,2,7,3,0,0,0,0,0
62,34,5.9,14,0.411764706,33.9,4,3.25,2,3,1.15,1.5,6,5,0,0,0,0,0
170,73,13.7,42,0.575342466,40.6,12,4.67,0,4,1.33,0,20,6,0,0,0,0,0
218,90,8.9,35,0.388888889,44.5,9,3.06,4,4,1.93,1.44,21,9,0,0,0,0,0
305,103,25.2,66,0.640776699,53.4,11,7.36,11,5,2.23,3.91,34,4,0,0,0,0,0
18,3,0,0,0,77.8,1,0,0,1,0.33,0,0,0,0,0,0,0,0
45,14,0,9,0.642857143,40,3,2.67,1,2,0.5,1,3,0,0,0,0,0,0
440,222,7.7,134,0.603603604,28,8.5,4.18,7,8,2.01,1.6,44,1,0,0,0,0,0
361,152,13.2,90,0.592105263,42.1,21,5.29,1,5,1.2,1,38,7,0,0,0,0,0
61,20,5,7,0.35,55.7,5,1.8,2,3,1.3,1.2,6,2,1,0,3,0,0
36,23,0,7,0.304347826,8.3,4,1.5,1,2,0.87,1,4,3,0,0,0,0,0
62,45,0,39,0.866666667,4.8,6,2.83,1,2,0.98,1,6,3,0,0,0,0,0
49,34,0,22,0.647058824,16.3,3,5.33,1,2,1.06,1,3,1,0,0,0,0,0
50,37,0,25,0.675675676,12,3,6.33,1,2,1.14,1,3,1,0,0,0,0,0
142,102,2.9,63,0.617647059,10.6,6,4.67,2,5,1.38,1.33,12,4,0,0,0,0,0
91,65,3.1,46,0.707692308,6.6,8,5.13,2,5,1.72,1.29,8,3,0,0,0,0,0
51,32,0,30,0.9375,9.8,7,2.71,1,2,1.41,1,7,0,0,0,0,0,0
50,34,0,24,0.705882353,6,6,3.17,1,2,1.32,1,6,1,0,0,0,0,0
25,15,0,5,0.333333333,20,2,2.5,1,2,0.87,1,2,1,0,0,0,0,0
54,35,0,27,0.771428571,13,5,3.2,1,2,1.14,1,5,2,0,0,0,0,0
140,86,0,68,0.790697674,6.4,17,3.41,1,4,1.97,1,10,3,0,0,0,0,0
92,77,0,57,0.74025974,4.3,6,9.33,1,2,1.58,1,6,2,0,0,0,0,0
68,46,0,38,0.826086957,4.4,8,2.75,1,4,1.24,1,7,2,0,0,0,0,0
37,25,0,11,0.44,8.1,5,1.8,1,2,1.04,1,5,1,0,0,0,0,0
77,50,0,17,0.34,3.9,2.67,2.38,1,4,1.29,1,7,5,0,0,0,0,0
34,25,0,7,0.28,8.8,3,2.33,1,2,0.76,1,3,1,0,0,0,0,0
23,14,0,4,0.285714286,17.4,2,1.5,1,2,0.64,1,2,1,0,0,0,0,0
40,28,3.6,13,0.464285714,7.5,3,3.67,2,3,1.07,1.33,4,2,0,0,0,0,0
42,27,0,11,0.407407407,7.1,1.67,1.8,1,4,1.18,1,3,1,0,0,0,0,0
51,36,0,19,0.527777778,5.9,4,2.5,1,2,0.75,1,4,3,0,0,0,0,0
51,36,0,19,0.527777778,5.9,4,2.5,1,2,0.75,1,4,3,0,0,0,0,0
184,130,0,146,1.123076923,3.8,4.67,5,1,4,1.32,1,12,11,0,0,0,0,0
90,62,0,19,0.306451613,5.6,2.5,2.9,1,4,1.31,1,6,5,0,0,0,0,0
54,29,0,36,1.24137931,0,12,1,1,2,1.24,1,12,0,0,0,0,0,0
71,45,0,25,0.555555556,8.5,7,2.43,1,4,1.07,1,6,3,0,0,0,0,0
90,65,0,47,0.723076923,5.6,4,4.88,1,4,1.42,1,7,4,0,0,0,0,0
125,88,0,59,0.670454545,4,19,2.16,1,2,1.28,1,19,3,0,0,0,0,0
201,135,2.2,78,0.577777778,3.5,2.33,3.86,4,6,1.8,1.19,13,7,0,0,0,0,0
62,31,0,14,0.451612903,29,2.5,2.6,1,4,1.19,1,4,0,0,0,0,0,0
88,59,0,35,0.593220339,8,1.5,4.17,1,4,1.23,1,3,7,0,0,0,0,0
685,402,0.7,374,0.930348259,12.7,7.3,4.45,2,9,1,1.06,58,10,0,0,0,0,0
133,94,0,59,0.627659574,3.8,2.83,3.18,1,4,1.55,1,12,4,0,0,0,0,0
49,38,0,35,0.921052632,6.1,4,6.25,1,2,1.47,1,4,1,0,0,0,0,0
174,143,0,173,1.20979021,4.6,2,13.38,1,5,1.87,1,7,1,0,0,0,0,0
35,25,0,17,0.68,8.6,3,5.67,1,2,1.52,1,3,1,0,0,0,0,0
138,88,0,64,0.727272727,8,3.67,3.82,1,4,1.26,1,10,6,0,0,0,0,0
369,264,0,250,0.946969697,5.4,18.5,4.32,1,4,1.44,1,34,8,0,0,0,0,0
62,42,0,27,0.642857143,4.8,3,2.67,1,4,1.5,1,7,1,0,0,0,0,0
29,19,0,6,0.315789474,10.3,3,1.67,1,2,0.84,1,3,2,0,0,0,0,0
29,19,0,6,0.315789474,10.3,3,1.67,1,2,0.84,1,3,2,0,0,0,0,0
447,278,0.4,272,0.978417266,12.1,6.33,5.39,2,9,0.93,1.11,29,4,0,0,0,0,0
36,25,0,11,0.44,8.3,4,2.5,1,2,1.04,1,4,1,0,0,0,0,0
100,72,0,42,0.583333333,7,1.75,5.57,1,4,1.33,1,5,3,0,0,0,0,0
38,27,0,14,0.518518519,7.9,4,2.5,1,2,1.04,1,4,2,0,0,0,0,0
64,39,5.1,13,0.333333333,14.1,2,3.5,3,5,1.76,1.67,4,3,0,0,0,0,0
51,35,0,18,0.514285714,5.9,6,2.17,1,4,1.06,1,5,2,0,0,0,0,0
162,121,0,159,1.314049587,4.3,10,7.8,1,2,1.4,1,10,4,0,0,0,0,0
185,125,0.8,95,0.76,6.5,3.57,2.96,2,4,1.56,1.04,21,2,0,0,0,0,0
132,99,0,96,0.96969697,7.6,4,4.33,1,4,1.26,1,9,2,0,0,0,0,0
185,116,0,43,0.370689655,3.2,6,2.83,1,5,1.81,1,15,1,0,0,0,0,0
184,144,0,96,0.666666667,2.7,4,9.5,1,2,1.38,1,8,4,0,0,0,0,0
286,181,2.2,139,0.767955801,9.4,4.8,5.13,2,9,1.06,1.1,22,8,0,0,0,0,0
122,82,0,79,0.963414634,7.4,17,2.88,1,2,1.45,1,17,1,0,0,0,0,0
135,98,2,100,1.020408163,3.7,6,5.67,3,5,1.71,1.17,12,0,0,0,0,0,0
37,22,0,10,0.454545455,13.5,4,1.5,1,2,0.86,1,4,1,0,0,0,0,0
146,106,0,71,0.669811321,2.1,2.14,4.53,1,4,1.62,1,11,3,0,0,0,0,0
129,88,0,64,0.727272727,3.1,3,2.87,1,4,1.38,1,11,5,0,0,0,0,0
82,39,0,30,0.769230769,11,13,1.08,1,2,1.15,1,13,1,0,0,0,0,0
133,83,0,55,0.662650602,8.3,15,2.27,1,2,1.11,1,15,5,0,0,0,0,0
